,_entropy_hour,_label,_rate,_total,cnt_app,cnt_device,ratio_inapp_detected,ratio_kid_back_home,ratio_net_limit,ratio_web_filtered,scaled_cat_0,scaled_cat_1,scaled_inapp_detected,scaled_kid_back_home,scaled_net_limit,scaled_web_filtered
8372c53fd2d3eb5d1b5ca7043b14249c,3.17805383035,1,0.998760571972,2.54864553156,11,14,0.850690702459,0.0886156559224,0.0600078377584,0.000685803860096,-0.0848382059176,0.245287345802,3.58017847073,1.89253400966,-0.0492039193164,-0.0956236817321
d59e99b3f94d0b2469ab47490567991f,3.17805383035,1,0.999674642324,5.61890341205,9,21,0.153905608425,0.0,0.844210424617,0.00188396695812,-0.00711834390536,-0.0205149416489,1.15150109694,-0.390372723381,8.0785436427,-0.0187908486995
6e571df1fc0be4b0a648f0efee3f6036,3.06252930025,1,0.999528398936,0.963779232857,2,10,0.000208768267223,0.0,0.999791231733,0.0,-0.096981934357,-0.2863172291,-0.255691450909,-0.390372723381,1.96375529394,-0.112430863958
6289b796e450627615205428d45f998e,2.94700477016,1,0.940375678942,0.771997830088,1,8,0.0,0.0,0.985729834321,0.014270165679,0.046314061228,-0.2863172291,-0.256133269606,-0.390372723381,1.61986773291,0.0292296719458
6c36ba03ca620550d9fb8739034d5cc2,0.961285752585,1,0.998634370993,-0.43471825797,1,2,0.0,1.0,0.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.365133290179,-0.344412232047,-0.112430863958
936e708e9b6973db20d4bd2fae92d147,0.623848004006,1,0.997980665726,-0.435888548757,1,2,0.0,0.0,1.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.390372723381,-0.341520395514,-0.112430863958
06caf5806338af5712eb5577cfc086a7,2.88924250511,1,0.392565712703,-0.348409312406,6,5,0.318032786885,0.12131147541,0.55737704918,0.00327868852459,-0.0945531886691,-0.2863172291,-0.213276856061,-0.296986820536,-0.262476863616,-0.110029837926
5e3147287177ec9bccef586bb47ae201,3.1202915653,0,0.483345756357,0.404672809223,9,12,0.0736366794026,0.0765890934352,0.84873219868,0.00104202848211,-0.0896956972933,-0.2863172291,-0.162467705981,0.166156778705,0.833288195965,-0.105227785861
2a163509ddbcd4d7c3d0b0c6d4ffa8c5,3.00476703521,1,0.694427115091,1.19403394526,6,21,0.0450062757755,0.0045723507262,0.941097364174,0.00851712390174,0.026884095725,-0.0205149416489,-0.145236776824,-0.326012168718,2.18522177508,0.00161787257476
98c797bae8b5c53ceb5bac6a5a3c115e,2.0235545738,1,0.993524994596,-0.362599088202,1,5,0.0,0.0,0.996101364522,0.00389863547758,-0.096981934357,-0.0205149416489,-0.256133269606,-0.390372723381,-0.221268193022,-0.110029837926
20c612bf441b807fb27c6a361049d833,1.88622803772,1,0.999678341752,-0.391271212491,1,2,0.0,0.0,0.996845425868,0.00315457413249,-0.0957675615131,-0.2863172291,-0.256133269606,-0.390372723381,-0.268260536681,-0.111230350942
5f5f5c92e3bb2eda71b0973fa0a41ead,1.45629092451,1,0.998208428809,-0.432670249092,1,3,0.0,0.941176470588,0.0,0.0588235294118,-0.0945531886691,-0.2863172291,-0.256133269606,-0.349989630259,-0.344412232047,-0.110029837926
9d372fb2584aa0d3796e1907da33871c,2.92520276417,1,0.983167420493,-0.0378433947256,1,3,0.0,0.391145261617,0.607757043542,0.00109769484083,-0.096981934357,0.112386202077,-0.256133269606,0.958674981221,0.055866141378,-0.10882932491
8a6740054615bbd54ea1b23c07d5396b,1.04085002362,1,0.612851661691,-0.430622240214,2,5,0.145833333333,0.270833333333,0.0,0.583333333333,-0.0641938675706,-0.153416085375,-0.254586904169,-0.3739670918,-0.344412232047,-0.0788164995062
34d89470f5d0408a6a230529970c441f,1.93560050545,1,0.999865647261,-0.145363860809,3,4,0.0045045045045,0.0,0.994994994995,0.000500500500501,-0.0957675615131,-0.2863172291,-0.254145085472,-0.390372723381,0.134668686899,-0.111230350942
230c0c29ed5b5ba3686fc1594c3ec9d2,3.17805383035,1,0.998183852974,2.73413662135,9,20,0.256157181072,4.61212065308e-05,0.743335485656,0.000461212065308,-0.0860525787615,-0.2863172291,0.970797250134,-0.389110751721,3.53956521798,-0.100425733797
a89431b5ebcb80d3c1caa13ab9dd0d36,0.173205206749,0,0.930736988603,-0.437351412241,1,1,0.0,0.0,1.0,0.0,-0.096981934357,-0.2863172291,-0.256133269606,-0.390372723381,-0.343930259292,-0.112430863958
4d9d1ab42fca756909f5adb25561bb0d,3.1202915653,1,0.999305274665,0.853771898851,9,7,0.325555052107,0.189850475759,0.472813774354,0.0117806977798,-0.0399064106918,0.245287345802,0.378760197037,1.72469177888,0.661464908637,0.01242248972
c3a98d1697552ffe193050766517650b,2.66946747012,1,0.999511091761,-0.256980344648,9,5,0.131983805668,0.274493927126,0.557894736842,0.0356275303644,-0.0848382059176,-0.0205149416489,-0.220125045854,0.0374356693789,-0.178372617785,-0.0596082912481
