,__EVENTCASE__,__STATIONID__,__STATION__death_period,__STATION__distinct_payload_firmware_version,__STATION__distinct_payload_gateway_mac,__STATION__distinct_payload_ip,__STATION__distinct_payload_profile_id,__STATION__entropy_for_hours_of_day,__STATION__event_type_condition_updated,__STATION__event_type_license_updated,__STATION__event_type_malfunctioning_state_changed,__STATION__event_type_status_changed,__STATION__hours_of_day_0,__STATION__hours_of_day_1,__STATION__hours_of_day_10,__STATION__hours_of_day_11,__STATION__hours_of_day_12,__STATION__hours_of_day_13,__STATION__hours_of_day_14,__STATION__hours_of_day_15,__STATION__hours_of_day_16,__STATION__hours_of_day_17,__STATION__hours_of_day_18,__STATION__hours_of_day_19,__STATION__hours_of_day_2,__STATION__hours_of_day_20,__STATION__hours_of_day_21,__STATION__hours_of_day_22,__STATION__hours_of_day_23,__STATION__hours_of_day_3,__STATION__hours_of_day_4,__STATION__hours_of_day_5,__STATION__hours_of_day_6,__STATION__hours_of_day_7,__STATION__hours_of_day_8,__STATION__hours_of_day_9,__STATION__live_period,__STATION__locale,__STATION__payload_malfunctioning_false,__STATION__payload_malfunctioning_true,__STATION__payload_offline_trigger_AU_GRACEFUL_SHUTDOWN,__STATION__payload_offline_trigger_MQTT_LASTWILL,__STATION__payload_status_OFFLINE,__STATION__payload_status_ONLINE,__STATION__rate,__STATION__station_final_status,__STATION__total_event
1870,5FC3-9589-9DA4-435B-824D_2017-07-15 02:05:56,5FC3-9589-9DA4-435B-824D,3063.0,2,1,3,2,0.8151862107956463,0,1,0,10,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,691948.0,0,11,0,0,4,4,7,0.9955928755084452,1,11
1871,EE46-D326-76F4-E949-5888_2017-06-04 01:48:50,EE46-D326-76F4-E949-5888,7199.0,2,1,191,2,2.6581934449279867,0,1,0,520,104,64,3,1,2,0,8,0,0,1,8,0,55,4,8,7,53,47,18,28,17,37,48,8,1041791.0,0,521,0,0,239,239,282,0.9931372081716698,1,521
1872,34E2-689A-82E4-C46A-F3FF_2017-10-29 10:22:22,34E2-689A-82E4-C46A-F3FF,9768.0,2,2,3,2,1.5425386753168455,82,0,0,18,0,0,17,0,2,2,4,10,10,0,0,0,1,0,10,10,0,11,13,0,0,0,0,10,1755137.0,0,100,0,1,8,9,91,0.994465424484604,1,100
1874,546C-4D9A-734F-8BD4-2CC3_2017-04-25 09:57:53,546C-4D9A-734F-8BD4-2CC3,37233.0,1,1,2,2,0.4563344322932884,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,686516.0,0,4,0,0,2,2,2,0.9485553693338435,1,4
1875,7433-BCFD-D2EE-456A-3DB8_2017-09-05 20:48:07,7433-BCFD-D2EE-456A-3DB8,357513.0,1,2,4,2,1.5155540995816874,104,0,0,11,0,0,1,3,0,0,0,28,1,0,0,2,2,1,24,1,1,25,1,0,0,0,0,25,2236122.0,0,115,0,0,5,5,110,0.8621575510817829,1,115
1878,F489-5E7A-8536-45B4-9D98_2017-02-05 14:19:08,F489-5E7A-8536-45B4-9D98,1315.0,4,1,1,1,2.4413026378076217,0,2,100,81,4,14,7,15,6,10,8,4,3,0,0,3,5,2,3,6,5,21,14,5,6,5,8,29,4878503.0,0,133,50,2,3,5,178,0.9997305227367086,1,183
1879,7CCB-7FFA-8C48-4DA3-8DFB_2017-10-17 05:37:10,7CCB-7FFA-8C48-4DA3-8DFB,1966970.0,2,2,15,2,2.6581934449279867,214,0,0,41,24,2,16,0,22,1,11,7,14,2,22,0,13,12,10,16,0,8,15,12,28,0,11,9,4663158.0,0,255,0,1,18,19,236,0.7033285028584667,0,255
1880,E669-9B97-FD47-B9C2-A5DA_2017-10-31 23:52:22,E669-9B97-FD47-B9C2-A5DA,6290.0,2,2,2,2,2.0842010667269943,199,0,4,17,9,3,36,6,9,2,1,0,34,4,9,2,0,6,1,36,9,1,36,4,9,2,1,0,4333246.0,0,218,2,0,7,7,213,0.9985505362785329,1,220
1882,E44A-EEF4-5D4A-BD83-E9E7_2017-10-02 00:51:01,E44A-EEF4-5D4A-BD83-E9E7,19199.0,2,2,2,2,1.7623137103139592,104,0,0,14,1,0,12,0,0,0,0,15,15,3,0,0,0,0,14,13,0,16,11,0,0,2,2,14,2272376.0,0,118,0,1,6,7,111,0.9916219194222314,1,118
1883,EFEB-9A23-348B-F8BF-E743_2017-01-03 22:59:40,EFEB-9A23-348B-F8BF-E743,287688.0,1,1,1,1,0.9830877585747856,0,0,0,18,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,2,0,0,2,0,504101.0,0,18,0,0,8,8,10,0.6366607770504515,0,18
1884,727F-C4FF-B784-4AA9-C5BD_2017-06-28 23:37:23,727F-C4FF-B784-4AA9-C5BD,1402.0,2,1,4,2,0.6519508373776711,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,698540.0,0,7,0,1,1,2,5,0.9979969768923712,1,7
1886,74BC-CCBF-E2E8-4A6B-B7A3_2017-10-08 14:21:17,74BC-CCBF-E2E8-4A6B-B7A3,2061.0,2,2,10,2,2.0010065234245142,159,0,0,23,3,1,32,0,0,1,1,10,31,2,0,0,0,0,9,31,0,14,31,2,1,4,0,9,3482532.0,0,182,0,1,9,10,172,0.9994085392469078,1,182
1888,B8C4-894E-A446-4395-492F_2017-08-14 08:11:21,B8C4-894E-A446-4395-492F,10235.0,1,1,73,2,2.108887300593932,0,0,0,146,4,6,2,9,7,10,2,7,10,3,2,0,6,3,11,2,2,10,5,10,10,2,13,10,1138786.0,0,146,0,0,72,72,74,0.9910924169358089,1,146
1889,6E79-ACD4-A9D4-F889-ABBB_2017-09-01 03:48:49,6E79-ACD4-A9D4-F889-ABBB,10429.0,2,2,2,2,3.0047670352079603,101,0,1,690,19,43,59,29,70,119,49,53,38,5,21,23,4,26,8,20,11,15,4,11,22,49,58,36,2856889.0,0,792,0,1,339,340,452,0.9963628031491448,0,792
1890,C7D3-F69F-E734-4B4B-FC26_2017-10-08 15:01:27,C7D3-F69F-E734-4B4B-FC26,19768.0,1,2,2,2,2.221527602810508,43,0,2,57,0,7,3,3,12,16,0,8,4,0,0,9,2,4,1,5,0,4,3,2,5,9,2,3,895029.0,0,101,1,0,28,28,74,0.9783908342506588,1,102
1891,4A25-CB25-4354-BCAC-46E8_2017-10-05 06:41:50,4A25-CB25-4354-BCAC-46E8,5785.0,1,2,2,2,0.8151862107956463,77,0,0,2,0,0,0,19,0,0,0,0,0,19,0,0,1,0,0,0,19,0,0,20,1,0,0,0,1657155.0,0,79,0,0,1,1,78,0.9965212214511648,1,79
1892,B8C4-894E-A446-4395-492F_2017-10-24 12:26:53,B8C4-894E-A446-4395-492F,7786.0,2,2,189,2,2.7737179750213112,74,0,0,361,8,8,18,43,6,25,17,21,13,21,16,11,14,19,19,7,5,19,22,25,19,24,20,35,1577461.0,0,435,0,1,169,170,265,0.9950884625550468,1,435
1893,D299-23F2-534B-52A6-AD3F_2017-04-30 04:37:07,D299-23F2-534B-52A6-AD3F,2122.0,2,1,2,2,0.3445982481028228,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,913721.0,0,3,0,0,1,1,2,0.9976830089873484,1,3
1894,FAC9-9B57-5274-9492-9FD9_2017-11-08 00:20:57,FAC9-9B57-5274-9492-9FD9,7655.0,2,2,12,2,2.0947290475276485,154,0,2,33,3,0,0,4,0,2,35,7,0,2,0,0,33,31,11,5,4,8,2,0,4,0,31,7,3283461.0,0,188,1,1,15,16,173,0.9976740412674606,1,189
1895,EE9F-8DC2-8C64-7785-2E3B_2017-09-28 08:43:45,EE9F-8DC2-8C64-7785-2E3B,2193.0,1,2,2,2,0.7892773734611849,30,0,0,2,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,8,0,0,0,1,0,642266.0,0,32,0,0,1,1,31,0.9965971458230856,1,32
1896,D237-726E-566A-424C-BAD4_2017-10-21 17:18:19,D237-726E-566A-424C-BAD4,16920.0,2,2,2,2,1.398528659462595,45,0,0,4,9,2,0,1,9,3,0,0,0,1,9,2,0,0,0,0,0,2,0,0,8,3,0,0,971777.0,0,49,0,1,1,2,47,0.9828865668652782,1,49
1898,E326-3AD2-E3A4-758B-D4E2_2017-09-14 22:26:55,E326-3AD2-E3A4-758B-D4E2,34226.0,2,2,2,2,1.7106429007118635,104,0,0,10,0,0,0,0,0,1,9,18,2,0,0,0,7,8,19,1,0,19,2,0,0,2,8,18,2249601.0,0,114,0,1,4,5,109,0.9850137510415632,1,114
1899,5FBD-F5DC-AD46-D6A3-5EEA_2017-01-15 12:29:05,5FBD-F5DC-AD46-D6A3-5EEA,9634.0,3,1,1,1,0.5442837329694394,0,1,0,6,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2550110.0,0,7,0,0,2,2,5,0.9962363423842384,1,7
1900,DF96-6B7C-2636-46EA-5FAC_2017-03-01 23:13:00,DF96-6B7C-2636-46EA-5FAC,31248.0,2,1,2,1,0.5442837329694393,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1373995.0,0,5,0,0,2,2,3,0.9777632765293974,1,5
1902,BED5-79AC-D3B4-B64A-8B6C_2017-08-21 00:43:39,BED5-79AC-D3B4-B64A-8B6C,8630.0,4,2,18,2,2.1884515716307837,66,0,0,71,10,2,12,2,3,2,10,7,10,0,5,0,10,20,2,9,0,1,8,1,2,2,12,7,9645489.0,0,137,0,1,34,35,102,0.9991060810416776,1,137
1903,24CD-89D6-8F43-E2BD-9D6E_2017-07-29 11:07:34,24CD-89D6-8F43-E2BD-9D6E,8859146.0,1,2,1,2,0.6159905783211985,4,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2333188.0,1,6,0,1,0,1,5,0.20846304265044271,0,6
1904,D28F-E24B-E747-7A84-B769_2017-07-23 11:24:54,D28F-E24B-E747-7A84-B769,787032.0,1,1,2,2,0.4563344322932884,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,949394.0,0,4,0,0,1,1,3,0.5467517763498128,0,4
1906,62A6-5387-FF4A-BB98-8FDC_2017-09-20 22:52:16,62A6-5387-FF4A-BB98-8FDC,21863.0,3,2,54,2,2.141963331773656,179,0,0,79,3,2,0,31,4,0,10,0,2,31,6,0,10,10,3,2,34,2,57,31,4,4,12,0,4492571.0,0,258,0,4,9,13,245,0.9951570894601628,1,258
1907,A894-5BA6-4B3F-86F5-5A92_2017-06-10 05:09:40,A894-5BA6-4B3F-86F5-5A92,157115.0,1,1,2,2,1.4435149202755355,0,0,0,60,3,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,12,8,10,6,6,5,0,1330266.0,0,60,0,0,3,3,57,0.8943680200298377,0,60
1909,7A92-F8BD-5DD4-226A-487B_2017-10-11 00:55:11,7A92-F8BD-5DD4-226A-487B,7640.0,1,2,5,2,1.7982739693704315,53,0,0,20,8,8,2,6,6,2,1,2,2,5,5,0,6,1,0,2,4,0,2,5,6,0,0,0,1170841.0,0,73,0,0,10,10,63,0.9935170783406776,1,73
1910,82B5-884D-6C34-F2B3-49AB_2017-07-24 22:45:26,82B5-884D-6C34-F2B3-49AB,2851.0,1,1,2,2,0.2868359830561607,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,829439.0,0,2,0,0,1,1,1,0.9965745112881328,1,2
1911,3649-E39D-C222-4FD5-BE73_2017-06-02 02:03:42,3649-E39D-C222-4FD5-BE73,18552.0,1,1,9,2,0.8823830530748152,0,0,0,18,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,2,593508.0,0,18,0,0,8,8,10,0.969689246152338,1,18
1912,98A5-2BC4-984C-83AC-DD23_2017-09-12 04:56:28,98A5-2BC4-984C-83AC-DD23,26642.0,4,2,12,2,2.7301139630409317,154,1,0,449,14,16,14,29,7,24,15,14,26,31,26,19,27,17,21,26,49,35,23,51,31,35,29,25,4055858.0,0,604,0,1,205,206,398,0.9934740967544397,1,604
1914,E3AC-86CD-A34D-DAEE-FF29_2017-05-02 22:36:23,E3AC-86CD-A34D-DAEE-FF29,428742.0,3,1,2,2,0.5660857389596289,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,2638676.0,0,6,0,2,1,3,3,0.8602270704546952,1,6
1915,9D9D-5227-894D-D68A-E67F_2017-10-26 05:45:16,9D9D-5227-894D-D68A-E67F,6038.0,2,2,2,2,1.826167430805188,170,0,0,28,0,7,42,0,0,9,2,0,36,2,0,11,0,0,0,36,0,2,37,1,0,9,0,4,3698922.0,0,198,0,1,13,14,184,0.9983702927966832,1,198
1916,B88B-ECDE-C245-EAA9-6AAA_2017-10-12 12:40:00,B88B-ECDE-C245-EAA9-6AAA,1180.0,3,2,2,2,3.0047670352079603,261,0,0,474,21,30,64,64,6,12,16,17,9,10,4,14,29,36,27,39,20,21,12,19,44,63,74,84,5830135.0,0,735,0,2,234,236,499,0.999797644270632,1,735
1918,87D5-66AD-D4B5-5A7B-A9E5_2017-07-09 09:32:27,87D5-66AD-D4B5-5A7B-A9E5,15684.0,1,1,2,2,0.4563344322932884,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,671922.0,0,4,0,0,2,2,2,0.9771904259125138,1,4
1919,CC95-BDE3-D34A-48FB-8A62_2017-07-28 23:12:18,CC95-BDE3-D34A-48FB-8A62,20574.0,3,2,2,2,1.3692518801768592,3,0,0,34,3,0,14,0,1,0,0,2,1,0,0,0,1,0,0,7,1,1,2,0,0,0,2,2,6777270.0,0,37,0,2,13,15,22,0.996973452171012,1,37
1920,CC2D-3E58-46B4-92C6-8A5A_2017-09-08 00:06:33,CC2D-3E58-46B4-92C6-8A5A,1586.0,2,2,2,2,1.6092766236848224,43,0,0,6,3,3,0,0,1,4,6,0,0,0,1,4,8,6,0,0,0,0,2,0,1,4,6,0,943003.0,0,49,0,1,2,3,46,0.9983209628738,1,49
1922,7B35-49DF-5274-5589-868E_2017-05-15 10:18:47,7B35-49DF-5274-5589-868E,568591.0,6,1,4,2,1.2925718370167558,0,1,0,24,1,0,2,1,2,0,0,0,0,2,0,0,4,0,0,0,3,2,2,0,1,3,2,0,12439575.0,0,25,0,4,4,8,17,0.9562896875701002,1,25
1923,B983-6C62-47C4-943A-7559_2017-07-13 14:15:31,B983-6C62-47C4-943A-7559,1110.0,2,1,11,2,1.9574025114441351,0,0,0,113,5,7,3,3,9,3,4,4,5,2,4,0,4,7,9,7,5,4,4,7,0,6,5,6,4916749.0,0,113,0,1,41,42,71,0.9997742920242324,0,113
1924,8EE4-B352-DB44-628E-ADFE_2017-05-27 18:10:00,8EE4-B352-DB44-628E-ADFE,14882.0,2,1,2,2,0.8151862107956462,0,0,0,11,0,0,4,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,3013009.0,0,11,0,1,4,5,6,0.9950850278296016,1,11
1925,8FC4-3BBF-54BC-DA7C-6C59_2017-10-26 06:00:29,8FC4-3BBF-54BC-DA7C-6C59,102720.0,2,2,2,2,1.5591581115620663,31,0,0,9,3,4,1,0,4,4,0,0,1,0,3,4,0,0,0,1,0,2,0,0,5,7,1,0,681867.0,0,40,0,1,3,4,36,0.8690776166314252,1,40
1926,24AB-FD4E-9B94-45A8-DB26_2017-07-02 04:15:08,24AB-FD4E-9B94-45A8-DB26,1317.0,3,1,2,2,1.2223576364458604,0,1,0,36,0,0,2,2,3,0,3,0,2,0,0,0,0,2,9,0,0,2,3,0,0,6,0,3,1100565.0,0,37,0,1,10,11,26,0.998804772198838,0,37
1927,F42E-976D-E694-DA9B-AB79_2017-01-28 06:09:51,F42E-976D-E694-DA9B-AB79,5793.0,2,1,1,1,0.7214636866925115,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1394480.0,0,8,0,1,2,3,5,0.9958629495819744,1,8
1930,5AED-3A35-EC4D-3A2F-C58F_2017-02-26 06:21:52,5AED-3A35-EC4D-3A2F-C58F,1576.0,1,1,12,1,2.3399363607805803,0,0,0,188,7,11,8,11,3,0,0,0,0,0,0,13,2,25,24,9,8,6,11,4,8,6,28,4,2581468.0,0,188,0,0,60,60,128,0.9993898671489916,1,188
1932,42BF-846D-3474-FF88-B6DB_2017-07-17 14:42:52,42BF-846D-3474-FF88-B6DB,2402.0,2,1,13,2,1.2342678660790765,0,0,0,24,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,5,2,3,2,0,1,0,3841171.0,0,24,0,1,7,8,16,0.9993750606531996,1,24
1933,A523-A6B2-5FB4-A7E9-8832_2017-10-08 04:33:30,A523-A6B2-5FB4-A7E9-8832,1057.0,3,2,40,2,2.5426689148346626,146,1,0,101,28,11,6,2,28,7,3,4,23,4,29,0,6,9,2,10,4,8,14,6,26,6,8,4,3125086.0,0,248,0,1,46,47,201,0.9996618836694292,1,248
1934,D6C2-DDDC-F9C4-5D59-C8B2_2017-07-21 07:14:27,D6C2-DDDC-F9C4-5D59-C8B2,2441.0,1,1,6,2,1.05938459334224,0,0,0,21,5,0,1,2,5,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,800674.0,0,21,0,0,5,5,16,0.996960584723234,0,21
1935,63E4-4B49-3BBE-4232-8834_2017-07-16 13:52:37,63E4-4B49-3BBE-4232-8834,66767.0,6,1,23,2,2.0805707944613654,0,1,6,110,1,3,3,9,9,5,4,1,0,0,0,0,10,0,0,0,1,28,31,2,0,2,1,7,10234428.0,0,114,3,4,17,21,96,0.993518518967945,1,117
1937,8E36-D83F-B334-3C3A-8764_2017-07-27 09:12:29,8E36-D83F-B334-3C3A-8764,1368.0,1,1,2,2,0.5660857389596289,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1722357.0,1,6,0,0,2,2,4,0.9992063699255972,0,6
1939,CB6F-728A-B442-7C94-5798_2017-02-23 13:46:10,CB6F-728A-B442-7C94-5798,31289.0,2,1,2,1,0.3445982481028228,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827423.0,0,3,0,0,1,1,2,0.9831663001045886,1,3
1940,8E58-E995-C588-428D-BECF_2017-10-01 05:57:46,8E58-E995-C588-428D-BECF,1501.0,3,2,5,2,1.870194487483377,219,0,0,68,0,4,31,0,0,0,26,2,31,0,0,2,24,24,0,45,24,2,32,12,2,0,26,0,4927974.0,0,287,0,1,33,34,253,0.9996955050994274,1,287
1942,DF82-37E9-EAF4-2582-DB39_2017-09-04 21:15:57,DF82-37E9-EAF4-2582-DB39,2940.0,3,2,5,2,2.0729270415374588,124,0,0,46,5,5,31,3,2,3,0,2,31,0,2,3,0,10,1,30,0,4,28,0,2,5,3,0,7994704.0,0,170,0,2,22,24,146,0.9996323917393672,1,170
1943,B6B5-7EBC-4224-B88C-2BCA_2017-07-29 00:04:31,B6B5-7EBC-4224-B88C-2BCA,3267.0,1,2,2,2,0.7214636866925115,2,0,0,6,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1546977.0,0,8,0,0,2,2,6,0.9978925898116684,1,8
1944,CBC8-DC64-7F44-9CA8-6EC2_2017-07-13 00:32:28,CBC8-DC64-7F44-9CA8-6EC2,105452.0,6,1,8,2,1.4359898285448358,0,1,0,31,2,0,6,1,0,0,2,3,0,0,2,2,1,0,0,0,0,2,4,1,0,0,4,2,10511857.0,0,32,0,4,9,13,19,0.9900679164560436,1,32
1945,29C3-4C7C-74E3-9697-42C9_2017-09-05 16:52:20,29C3-4C7C-74E3-9697-42C9,1153.0,1,2,3,2,1.7347432485702736,75,0,4,37,0,3,33,6,6,4,2,0,18,0,0,3,0,2,0,16,0,2,16,0,0,3,0,2,1628201.0,0,115,1,0,16,16,100,0.9992923575846624,1,116
1946,DEAB-94A4-9DC5-458B-9372_2017-08-27 16:00:12,DEAB-94A4-9DC5-458B-9372,3432.0,1,2,2,2,0.8965413061410984,34,0,0,4,0,0,1,0,0,0,11,0,1,0,0,0,8,8,0,0,0,0,1,0,0,0,8,0,732347.0,0,38,0,0,2,2,36,0.9953355559210034,1,38
1947,88BF-39AC-A74C-7846-EF2F_2017-10-23 11:19:49,88BF-39AC-A74C-7846-EF2F,87427.0,5,2,2,2,2.614589432947608,317,0,2,45,20,25,18,5,22,30,4,16,17,4,20,26,0,0,16,17,0,21,21,9,19,30,3,21,10544830.0,0,363,1,4,18,22,342,0.9917771927446826,1,364
1948,C88C-435C-2344-23B7-A4F9_2017-07-29 07:26:31,C88C-435C-2344-23B7-A4F9,12204.0,1,2,5,2,1.0132843295512497,4,0,0,10,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,2,977984.0,0,14,0,0,4,4,10,0.9876750677649092,0,14
1949,42F9-5A9E-35D5-4AE5-B9DB_2017-06-14 03:36:40,42F9-5A9E-35D5-4AE5-B9DB,2112.0,2,1,10,2,1.7877459885697773,0,1,0,50,0,3,3,1,6,1,8,1,2,0,0,0,0,0,7,0,1,2,4,4,0,0,7,1,1618105.0,0,51,0,0,21,21,30,0.9986964709048232,1,51
1950,EFEB-9A23-348B-F8BF-E743_2017-08-07 21:23:24,EFEB-9A23-348B-F8BF-E743,54676.0,4,2,10,2,2.047032306139808,12,0,0,59,2,0,5,0,14,4,1,0,4,0,3,3,0,4,6,3,7,1,8,0,2,0,3,1,8232177.0,0,71,0,2,23,25,46,0.9934020791728778,0,71
1951,B8C4-894E-A446-4395-492F_2017-08-01 01:40:09,B8C4-894E-A446-4395-492F,7886.0,1,2,102,2,2.5132231559205667,11,0,0,208,8,18,16,13,9,8,2,5,4,8,7,6,9,11,4,13,13,10,7,6,12,4,9,17,796426.0,0,219,0,0,102,102,117,0.9901953470792428,1,219
1952,73D7-2EF7-E453-7B6B-BA4C_2016-12-29 09:06:58,73D7-2EF7-E453-7B6B-BA4C,1443.0,2,1,1,1,0.4563344322932884,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,677406.0,0,7,0,0,3,3,4,0.9978743431897226,1,7
1953,8722-CEC9-7749-7A96-6285_2017-08-25 03:24:54,8722-CEC9-7749-7A96-6285,6554106.0,2,2,5,2,1.9497587585202285,82,0,0,33,0,0,1,17,0,0,3,0,1,17,1,15,3,3,1,1,17,1,0,18,4,2,2,8,2440858.0,0,115,0,1,13,14,101,0.2713582844800713,0,115
1954,6EF7-E744-A647-2ABD-48F5_2017-07-26 09:08:38,6EF7-E744-A647-2ABD-48F5,7720.0,1,1,5,2,0.7315151084145227,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,3,2,1348873.0,0,11,0,0,4,4,7,0.994309273304521,0,11
1955,E6E5-6A2E-2D42-F9A3-3F66_2017-11-04 10:00:32,E6E5-6A2E-2D42-F9A3-3F66,8115.0,8,2,19,2,2.614589432947608,366,0,0,72,1,0,28,44,3,1,40,2,8,42,2,0,55,38,4,8,42,12,14,42,0,6,40,6,18564234.0,0,438,0,7,27,34,404,0.9995630601169512,1,438
1956,AD83-9D2A-DF94-AD88-4A64_2017-07-01 16:16:28,AD83-9D2A-DF94-AD88-4A64,30569.0,2,1,3,2,1.012896353485113,0,0,0,16,0,1,3,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,3,1,1,0,0,1,1866273.0,0,16,0,0,8,8,8,0.9838842665862524,1,16
1957,AD9E-F729-C944-8A32-6A2B_2017-04-07 02:02:55,AD9E-F729-C944-8A32-6A2B,21967.0,4,1,3,2,1.7222607218500248,0,2,0,52,4,2,2,2,0,0,2,2,2,0,0,0,3,2,0,9,0,5,1,1,4,4,2,7,5419843.0,0,54,0,2,15,17,37,0.9959632916253968,0,54
